セクター,前日比
金融（除く銀行）,1.0318949343339587
自動車・輸送機,0.8878366380585972
商社・卸売,0.7592212788056528
医薬品,0.4447485460143688
運輸・物流,0.2972107910379515
銀行,0.0
食品,-0.2540757992801186
エネルギー資源,-0.42541877160329705
不動産,-0.538860103626943
小売,-0.7164508128961147
電力・ガス,-0.9284332688588007
建設・資材,-1.1494252873563218
機械,-1.339724680432645
素材・化学,-1.4428412874583796
情報通信・サービス,-1.6670054889205124
電機・精密,-1.7834190231362468
鉄鋼・非鉄,-3.5076923076923077
