セクター,前日比
情報通信・サービス,3.5761011774967293
鉄鋼・非鉄,3.4354688950789227
電機・精密,2.0389249304911954
自動車・輸送機,1.1239193083573487
医薬品,0.791295746785361
素材・化学,0.7696390658174098
運輸・物流,0.49376910416176817
商社・卸売,0.48201250801977474
建設・資材,0.021992522542335604
食品,-0.22481095442468832
機械,-0.32073310423825885
小売,-0.8213552361396305
エネルギー資源,-0.9543692215926037
金融（除く銀行）,-1.4328634157614977
銀行,-1.8788627935723117
電力・ガス,-2.212581344902386
不動産,-2.4575424575424574
