セクター,前日比
自動車・輸送機,5.58434081750144
小売,2.612704918032787
食品,2.29453483521068
運輸・物流,2.0899591094956835
医薬品,1.915455746367239
金融（除く銀行）,1.643835616438356
不動産,1.6412213740458017
情報通信・サービス,1.2987012987012987
商社・卸売,0.9574875302794328
エネルギー資源,0.8667065152420802
電力・ガス,0.8200258955545966
素材・化学,0.7466814159292036
機械,-0.14457831325301204
銀行,-0.3700962250185048
建設・資材,-1.3330466566329822
電機・精密,-1.4273719563392109
鉄鋼・非鉄,-3.604387950548494
