セクター,前日比
鉄鋼・非鉄,4.5539507221750215
機械,1.8018018018018018
電機・精密,1.3049013367281985
素材・化学,1.2198502911006377
建設・資材,0.68568900685689
不動産,-0.3070624360286591
自動車・輸送機,-0.3859857482185273
医薬品,-0.5716265373289451
商社・卸売,-0.725465422208198
金融（除く銀行）,-0.7990599294947122
銀行,-0.8912655971479502
食品,-1.3544973544973546
運輸・物流,-1.4114326040931546
エネルギー資源,-1.4251061249241965
小売,-1.4371570420695061
情報通信・サービス,-1.5096890491212258
電力・ガス,-1.645021645021645
