セクター,前日比
銀行,3.5703918722786643
金融（除く銀行）,2.980550644102046
小売,2.9361942405420667
情報通信・サービス,2.1333333333333333
食品,2.1230028452615453
電力・ガス,1.5371477369769428
運輸・物流,1.2857142857142856
不動産,1.0973936899862824
医薬品,0.7928642220019821
建設・資材,0.7578947368421052
エネルギー資源,0.6140106056377337
自動車・輸送機,0.27165710836100215
商社・卸売,-0.10486483891871134
素材・化学,-0.29721696838692246
機械,-0.5959885386819485
電機・精密,-0.9280742459396751
鉄鋼・非鉄,-6.594162995594714
